Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_1D_H2D_Contiguous,PASS,Host Device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.792042,0.693239,0.686221,"0.686221 0.687319 0.687320 0.687528 0.687972 0.692784 0.692815 0.692839 0.692857 0.692888 0.692899 0.692941 0.692943 0.692944 0.692948 0.692975 0.692997 0.693000 0.693036 0.693045 0.693065 0.693084 0.693097 0.693208 0.693210 0.693239 0.693331 0.695610 0.705844 0.746201 0.772037 0.829726 0.863448 0.883100 0.885369 0.887327 0.887876 0.888827 0.890056 0.890705 0.891205 0.905256 0.926963 0.942527 0.945458 0.947907 0.950566 0.954210 1.281452 1.347939",0.147889,1.457256,ComputeCpp,1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_2D_H2D_Contiguous,PASS,Host Device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.835285,0.809237,0.667267,"0.667267 0.671525 0.672003 0.678644 0.679658 0.680134 0.680161 0.680343 0.684770 0.686543 0.687607 0.688529 0.688868 0.688987 0.688999 0.689417 0.702223 0.722249 0.729552 0.752975 0.753202 0.761601 0.762285 0.765173 0.771434 0.809237 0.811773 0.820792 0.822423 0.836805 0.848535 0.866890 0.883977 0.887160 0.892265 0.902541 0.912800 0.913873 0.924513 0.925293 0.938288 0.942488 0.944778 0.951059 0.955929 0.959373 0.963915 1.409951 1.500001 1.505434",0.192206,1.498651,ComputeCpp,1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_3D_H2D_Contiguous,PASS,Host Device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.742698,0.691654,0.668572,"0.668572 0.675549 0.684424 0.688352 0.688449 0.688461 0.688478 0.688539 0.688558 0.688596 0.688610 0.688614 0.688618 0.688637 0.688697 0.688727 0.688727 0.688744 0.688806 0.688808 0.688834 0.688918 0.689007 0.691415 0.691652 0.691654 0.691697 0.691723 0.691812 0.691868 0.691879 0.692085 0.692109 0.694436 0.696740 0.702384 0.702670 0.756809 0.761600 0.764543 0.765537 0.766363 0.813258 0.865508 0.891337 0.906484 0.929108 0.932514 0.965525 1.500469",0.133335,1.495724,ComputeCpp,1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_1D_D2H_Contiguous,PASS,Host Device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000013,0.000012,0.000005,"0.000005 0.000008 0.000009 0.000009 0.000010 0.000010 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000012 0.000012 0.000012 0.000012 0.000012 0.000012 0.000012 0.000012 0.000012 0.000012 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000014 0.000014 0.000014 0.000015 0.000015 0.000015 0.000015 0.000017 0.000018 0.000022 0.000022",0.000003,192270.717170,ComputeCpp,1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_2D_D2H_Contiguous,PASS,Host Device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000012,0.000011,0.000010,"0.000010 0.000010 0.000010 0.000010 0.000010 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000011 0.000012 0.000012 0.000012 0.000012 0.000012 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000013 0.000014 0.000014 0.000014 0.000015 0.000015 0.000015 0.000015 0.000017",0.000002,102574.623038,ComputeCpp,1.000000
