Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_1D_H2D_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000028,0.000027,0.000021,"0.000021 0.000023 0.000023 0.000024 0.000024 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000028 0.000028 0.000028 0.000028 0.000028 0.000029 0.000029 0.000030 0.000030 0.000030 0.000031 0.000031 0.000041 0.000051 0.000062",0.000007,46691.880282,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_2D_H2D_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000027,0.000027,0.000024,"0.000024 0.000024 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000028 0.000028 0.000028 0.000028 0.000028 0.000028 0.000028 0.000028 0.000028 0.000029 0.000029 0.000029 0.000029 0.000030 0.000030",0.000001,42009.746261,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_3D_H2D_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000026,0.000027,0.000023,"0.000023 0.000023 0.000024 0.000024 0.000024 0.000024 0.000024 0.000024 0.000025 0.000025 0.000025 0.000025 0.000025 0.000025 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000026 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000027 0.000028 0.000028 0.000028 0.000028 0.000028 0.000028 0.000029 0.000029 0.000029 0.000029 0.000031 0.000031",0.000002,43698.654081,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_1D_D2H_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000008,0.000008,0.000007,"0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000009 0.000009",0.000001,150308.131670,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_2D_D2H_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000008,0.000008,0.000007,"0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000009 0.000009",0.000000,145264.381174,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_3D_D2H_Contiguous,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000008,0.000008,0.000007,"0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000007 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000008 0.000009 0.000009 0.000009 0.000009",0.000000,149031.296572,LLVM (Intel DPC++),1.000000
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_HostDeviceBandwidth_1D_H2D_Strided,PASS,SYCL host device,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.581597,0.579934,0.574139,"0.574139 0.574163 0.574201 0.574223 0.574247 0.574271 0.574295 0.574309 0.574433 0.574480 0.574514 0.574518 0.574545 0.574550 0.574604 0.574636 0.574673 0.574679 0.574679 0.574831 0.575000 0.579866 0.579881 0.579888 0.579903 0.579934 0.579983 0.580064 0.580126 0.580148 0.580159 0.584513 0.584608 0.584826 0.585257 0.585266 0.587247 0.587702 0.589689 0.590186 0.591144 0.591501 0.591552 0.591553 0.591666 0.592207 0.592564 0.596780 0.597163 0.600499",0.007702,1.741739,LLVM (Intel DPC++),1.000000
