Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_sf_fp32_16,PASS,unknown,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000492,0.000435,0.000261,"0.000261 0.000262 0.000281 0.000281 0.000289 0.000289 0.000294 0.000299 0.000303 0.000305 0.000315 0.000317 0.000321 0.000322 0.000322 0.000322 0.000337 0.000338 0.000352 0.000372 0.000384 0.000410 0.000415 0.000426 0.000430 0.000435 0.000464 0.000484 0.000491 0.000492 0.000500 0.000500 0.000505 0.000507 0.000514 0.000518 0.000528 0.000531 0.000538 0.000544 0.000556 0.000559 0.000567 0.000567 0.000575 0.000575 0.000579 0.000621 0.000718 0.003481",0.000447,0.175281,triSYCL,0.000046
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_sf_fp64_16,PASS,unknown,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000581,0.000441,0.000186,"0.000186 0.000269 0.000273 0.000287 0.000288 0.000289 0.000290 0.000294 0.000296 0.000300 0.000307 0.000309 0.000313 0.000320 0.000324 0.000344 0.000347 0.000356 0.000378 0.000381 0.000392 0.000393 0.000402 0.000419 0.000438 0.000441 0.000469 0.000472 0.000492 0.000496 0.000508 0.000514 0.000533 0.000546 0.000548 0.000560 0.000574 0.000584 0.000591 0.000595 0.000603 0.000604 0.000607 0.000633 0.000643 0.000659 0.000663 0.000676 0.000700 0.007119",0.000953,0.246566,triSYCL,0.000046
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
Polybench_Correlation,PASS,unknown,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.129245,0.135739,0.083756,"0.083756 0.092439 0.093069 0.095132 0.097232 0.104745 0.105065 0.115068 0.117704 0.121436 0.123415 0.123435 0.124007 0.126066 0.126869 0.127763 0.128311 0.129017 0.130022 0.130183 0.130543 0.132068 0.132732 0.135424 0.135497 0.135739 0.136109 0.136211 0.136714 0.136723 0.136751 0.136762 0.138171 0.138381 0.138598 0.139436 0.139846 0.140200 0.140659 0.140872 0.141043 0.141465 0.142129 0.142457 0.142507 0.142729 0.143803 0.143881 0.144814 0.145269",0.015546,N/A,triSYCL,N/A
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
Polybench_Mvt,PASS,unknown,N/A,N/A,N/A,N/A,N/A,N/A,256,16384,0.036189,0.035597,0.032954,"0.032954 0.033425 0.033514 0.033689 0.033739 0.033909 0.033990 0.033993 0.034096 0.034148 0.034382 0.034469 0.034592 0.034717 0.034770 0.034875 0.034897 0.034933 0.034965 0.035132 0.035272 0.035441 0.035442 0.035485 0.035515 0.035597 0.035817 0.035991 0.036008 0.036475 0.036506 0.036853 0.036956 0.037136 0.037314 0.037324 0.037326 0.037351 0.037855 0.037959 0.037984 0.038483 0.038774 0.038831 0.038980 0.039176 0.039222 0.039270 0.040019 0.043895",0.002165,N/A,triSYCL,N/A
# Benchmark name,Verification,device-name,kernel-time-mean,kernel-time-median,kernel-time-min,kernel-time-samples,kernel-time-stddev,kernel-time-throughput,local-size,problem-size,run-time-mean,run-time-median,run-time-min,run-time-samples,run-time-stddev,run-time-throughput,sycl-implementation,throughput-metric
MicroBench_Arith_int32_512,PASS,unknown,N/A,N/A,N/A,N/A,N/A,N/A,256,1024,0.000780,0.000646,0.000143,"0.000143 0.000342 0.000346 0.000375 0.000377 0.000377 0.000380 0.000392 0.000415 0.000465 0.000497 0.000535 0.000562 0.000562 0.000583 0.000588 0.000600 0.000602 0.000604 0.000617 0.000620 0.000623 0.000628 0.000629 0.000634 0.000646 0.000651 0.000654 0.000657 0.000658 0.000660 0.000665 0.000669 0.000671 0.000682 0.000682 0.000687 0.000694 0.000696 0.000701 0.000708 0.000708 0.000721 0.000730 0.000732 0.000738 0.000766 0.001049 0.001989 0.008299",0.001112,13.705371,triSYCL,0.001953
